image,prediction,confidence (%)
4443.jpg,mountain,92.717926
4445.jpg,glacier,98.912415
4447.jpg,street,98.77439
4448.jpg,street,89.5771
4449.jpg,street,99.01362
4453.jpg,street,98.90449
4454.jpg,forest,99.969185
4462.jpg,glacier,99.98963
4464.jpg,street,99.88856
4468.jpg,buildings,99.86394
4472.jpg,sea,99.180725
4473.jpg,mountain,98.54476
4477.jpg,glacier,94.860214
4480.jpg,sea,99.99882
4487.jpg,sea,98.11647
4489.jpg,glacier,90.049065
4490.jpg,sea,69.03851
4494.jpg,street,97.397896
4495.jpg,street,99.94802
4496.jpg,forest,99.21478
4502.jpg,street,99.99909
4503.jpg,buildings,96.79572
4510.jpg,sea,96.017365
4518.jpg,street,99.853806
4519.jpg,street,65.16845
452.jpg,forest,87.15716
4521.jpg,mountain,95.0594
4523.jpg,street,94.85013
4524.jpg,street,99.99042
4525.jpg,glacier,99.97617
4526.jpg,mountain,98.22073
453.jpg,mountain,99.12478
4533.jpg,street,99.5793
4535.jpg,street,74.02373
4538.jpg,street,99.71386
4542.jpg,buildings,53.911613
4545.jpg,sea,99.948296
4546.jpg,sea,72.148476
4547.jpg,sea,99.68634
4549.jpg,forest,99.69687
4550.jpg,glacier,89.26247
4559.jpg,forest,99.805435
4562.jpg,street,97.87267
4563.jpg,sea,99.616936
4564.jpg,sea,99.726944
4570.jpg,street,99.998856
4572.jpg,street,99.131256
4574.jpg,street,99.65049
4577.jpg,street,99.99608
458.jpg,buildings,93.18381
4580.jpg,mountain,88.57973
4583.jpg,street,99.970695
4584.jpg,street,99.832695
4585.jpg,forest,99.954506
4586.jpg,mountain,99.48151
4587.jpg,buildings,99.99808
4588.jpg,sea,99.99758
4591.jpg,street,97.73032
4592.jpg,forest,99.99671
4594.jpg,forest,99.94536
4596.jpg,street,99.999985
4597.jpg,street,98.99997
4603.jpg,sea,99.5657
4609.jpg,street,95.25925
4610.jpg,glacier,64.85817
4611.jpg,glacier,77.22563
4613.jpg,glacier,83.2932
4614.jpg,street,99.97384
4615.jpg,street,99.9389
4618.jpg,street,99.61571
4619.jpg,forest,99.99089
462.jpg,forest,99.935776
4625.jpg,sea,37.01966
4632.jpg,street,99.907646
4635.jpg,buildings,99.97619
4636.jpg,glacier,99.99466
4637.jpg,forest,99.23536
4641.jpg,street,99.999214
4642.jpg,street,99.9865
4643.jpg,glacier,99.98313
4646.jpg,buildings,97.27854
4649.jpg,street,65.46034
465.jpg,mountain,70.216736
4652.jpg,sea,99.96372
4653.jpg,street,99.06398
4655.jpg,sea,65.46321
4656.jpg,street,99.8214
4657.jpg,sea,54.25511
4660.jpg,sea,96.48057
4662.jpg,street,99.75449
4664.jpg,mountain,97.24514
4665.jpg,buildings,73.48723
4668.jpg,sea,91.58626
467.jpg,street,87.76607
4670.jpg,glacier,99.96093
4674.jpg,sea,99.85921
4677.jpg,street,99.88433
4680.jpg,forest,99.97496
4681.jpg,street,99.72917
4683.jpg,glacier,75.363655
4684.jpg,street,95.17846
4685.jpg,mountain,99.91693
4687.jpg,buildings,99.88857
4688.jpg,street,93.911385
4689.jpg,mountain,98.927055
4692.jpg,street,99.97429
4693.jpg,street,82.188545
4696.jpg,buildings,99.99835
4697.jpg,sea,57.408745
4698.jpg,glacier,98.87667
4699.jpg,mountain,82.123795
4701.jpg,glacier,97.76208
4702.jpg,forest,99.99764
4703.jpg,forest,99.99998
4706.jpg,street,49.977478
471.jpg,glacier,99.39631
4710.jpg,forest,99.995865
4712.jpg,mountain,96.04085
4713.jpg,street,99.222336
4714.jpg,buildings,98.72959
4718.jpg,street,99.999306
4719.jpg,street,98.094574
4720.jpg,mountain,94.323715
4721.jpg,forest,96.9818
4722.jpg,forest,99.98595
4724.jpg,forest,99.98219
4726.jpg,street,99.92919
4728.jpg,mountain,50.217598
4730.jpg,street,98.82078
4732.jpg,street,99.51206
4733.jpg,street,98.51029
4734.jpg,street,98.05612
4735.jpg,sea,51.879807
4736.jpg,forest,99.99652
4740.jpg,buildings,99.998535
4743.jpg,street,99.931694
4746.jpg,mountain,99.65083
4749.jpg,sea,95.611435
475.jpg,forest,99.99881
4751.jpg,street,99.72732
4753.jpg,glacier,99.98127
4754.jpg,sea,99.99894
4756.jpg,glacier,58.569466
4757.jpg,forest,99.99998
4758.jpg,mountain,83.21241
4760.jpg,buildings,63.647682
4764.jpg,glacier,99.7922
4765.jpg,street,91.16363
4766.jpg,mountain,79.27204
4769.jpg,sea,99.2773
4772.jpg,sea,99.91568
4773.jpg,street,99.68459
4778.jpg,street,99.826
4780.jpg,street,99.7938
4781.jpg,sea,93.684456
4782.jpg,glacier,99.0945
4783.jpg,sea,99.8996
4784.jpg,sea,95.61066
4787.jpg,mountain,99.443924
4792.jpg,buildings,99.87021
4793.jpg,street,99.867836
4799.jpg,sea,99.92203
4801.jpg,glacier,59.06987
4802.jpg,glacier,95.70363
4804.jpg,glacier,99.846634
4807.jpg,street,94.4807
4809.jpg,street,99.99644
4811.jpg,sea,99.81856
4816.jpg,forest,99.999985
4817.jpg,buildings,99.974045
482.jpg,mountain,99.25381
4823.jpg,sea,99.93958
4825.jpg,street,95.311455
4836.jpg,forest,99.992004
4837.jpg,buildings,66.27535
4842.jpg,sea,99.96112
4843.jpg,glacier,96.69515
4849.jpg,forest,56.022964
485.jpg,sea,99.85465
4853.jpg,glacier,99.90927
4866.jpg,mountain,85.693405
4867.jpg,sea,99.88513
4869.jpg,sea,99.71533
487.jpg,sea,99.90271
4876.jpg,forest,99.9875
4881.jpg,forest,99.99176
4882.jpg,buildings,99.99932
4885.jpg,mountain,71.4356
4888.jpg,glacier,98.27154
4894.jpg,mountain,93.48489
4896.jpg,mountain,96.42235
490.jpg,glacier,55.94228
4903.jpg,glacier,99.99807
4910.jpg,forest,99.59638
4911.jpg,forest,99.895226
4915.jpg,forest,99.97341
4917.jpg,mountain,98.46223
4919.jpg,forest,99.99991
492.jpg,mountain,89.63985
4921.jpg,mountain,99.16893
4925.jpg,street,94.01165
4926.jpg,glacier,99.74557
4929.jpg,mountain,92.60135
493.jpg,forest,99.9986
4930.jpg,glacier,99.99133
4931.jpg,sea,99.61272
4933.jpg,forest,99.99542
494.jpg,mountain,84.37951
4944.jpg,sea,98.99857
4946.jpg,mountain,99.673225
4947.jpg,forest,99.88182
4949.jpg,glacier,99.26453
4955.jpg,glacier,93.66108
4957.jpg,forest,99.93525
4960.jpg,sea,98.89101
4968.jpg,mountain,58.835052
497.jpg,street,99.30916
4976.jpg,sea,99.9956
498.jpg,glacier,99.93968
4984.jpg,sea,99.163895
4986.jpg,glacier,99.6504
499.jpg,glacier,99.98527
4990.jpg,forest,99.97481
4991.jpg,forest,99.99971
4993.jpg,forest,99.98448
4995.jpg,buildings,99.97731
5.jpg,buildings,99.97606
5000.jpg,street,99.98945
5004.jpg,forest,99.9652
5005.jpg,sea,99.99038
5010.jpg,sea,98.759926
5015.jpg,forest,99.99449
5016.jpg,glacier,85.981384
5020.jpg,street,84.2977
5022.jpg,sea,99.99142
5031.jpg,forest,99.97505
5036.jpg,glacier,99.99703
5057.jpg,glacier,75.39794
5061.jpg,street,94.16483
5066.jpg,glacier,95.68589
5067.jpg,sea,91.75467
5068.jpg,buildings,99.96997
507.jpg,forest,99.92655
5070.jpg,forest,99.9982
5072.jpg,buildings,96.7946
5077.jpg,buildings,99.70298
51.jpg,glacier,95.657524
5100.jpg,forest,99.99924
5103.jpg,forest,95.46609
5106.jpg,sea,99.96672
5107.jpg,buildings,99.9941
5110.jpg,glacier,91.04443
5112.jpg,mountain,96.51029
5113.jpg,forest,99.988846
5115.jpg,mountain,63.282032
5125.jpg,street,99.55823
5126.jpg,sea,98.54711
5128.jpg,buildings,99.99082
513.jpg,buildings,75.624954
5130.jpg,buildings,99.80233
5134.jpg,buildings,65.280876
5137.jpg,glacier,98.66414
5144.jpg,street,99.25683
5146.jpg,buildings,99.99996
515.jpg,street,99.89522
5151.jpg,mountain,99.77726
5157.jpg,mountain,99.817505
5158.jpg,mountain,91.00305
516.jpg,mountain,99.08792
5162.jpg,forest,99.99754
5164.jpg,buildings,99.0495
5174.jpg,forest,99.977974
5178.jpg,mountain,99.40221
5179.jpg,street,95.922615
5180.jpg,glacier,81.23715
5181.jpg,glacier,99.40146
5184.jpg,glacier,97.66545
5187.jpg,buildings,92.75806
5197.jpg,mountain,98.721886
52.jpg,mountain,93.4554
520.jpg,buildings,99.9957
5200.jpg,buildings,99.04867
5213.jpg,street,96.4336
5218.jpg,glacier,99.098915
522.jpg,mountain,58.388794
5220.jpg,forest,99.98355
5227.jpg,forest,99.993004
5229.jpg,sea,98.632774
5230.jpg,glacier,98.17474
5232.jpg,sea,99.42623
5236.jpg,glacier,98.936424
5245.jpg,sea,99.7654
5249.jpg,glacier,83.742775
5251.jpg,sea,92.61739
5254.jpg,glacier,65.49277
5255.jpg,street,94.4485
5259.jpg,buildings,89.38188
5265.jpg,buildings,95.075935
527.jpg,mountain,93.195984
5274.jpg,street,97.81465
5278.jpg,forest,99.946495
528.jpg,sea,99.75695
5282.jpg,buildings,90.261475
5284.jpg,forest,99.99989
5288.jpg,sea,97.882614
5289.jpg,mountain,79.30647
529.jpg,sea,99.93154
5293.jpg,forest,99.967766
5301.jpg,mountain,94.27474
5303.jpg,glacier,45.355152
531.jpg,glacier,99.9954
5314.jpg,forest,99.998245
5315.jpg,buildings,98.20721
5320.jpg,glacier,99.40058
5322.jpg,glacier,58.53122
5328.jpg,glacier,70.806625
5336.jpg,buildings,93.10405
5346.jpg,mountain,95.439354
5355.jpg,sea,99.968
536.jpg,glacier,99.458176
5361.jpg,street,99.98516
5364.jpg,glacier,96.16843
5365.jpg,sea,99.58816
5366.jpg,mountain,51.368435
5367.jpg,street,99.75307
5370.jpg,mountain,96.774765
5374.jpg,mountain,97.200584
5375.jpg,forest,44.26977
5376.jpg,mountain,87.85088
5379.jpg,buildings,93.7955
5380.jpg,sea,99.89618
5383.jpg,glacier,52.24921
5386.jpg,sea,99.990395
5389.jpg,street,99.99996
5391.jpg,glacier,62.966305
5394.jpg,glacier,90.05595
5402.jpg,glacier,85.634995
5403.jpg,buildings,97.3609
5408.jpg,street,99.982254
5409.jpg,buildings,99.867424
5415.jpg,forest,99.96721
5420.jpg,forest,99.999275
5421.jpg,mountain,97.7585
5427.jpg,forest,99.99981
5429.jpg,buildings,96.28981
5430.jpg,sea,99.955956
544.jpg,sea,99.82299
5443.jpg,glacier,99.795296
5445.jpg,buildings,99.08751
5450.jpg,mountain,89.74549
5455.jpg,buildings,99.82405
5457.jpg,mountain,96.66439
5458.jpg,street,99.89094
546.jpg,buildings,98.340385
5460.jpg,glacier,96.25326
5466.jpg,glacier,95.691
5467.jpg,buildings,99.999985
5469.jpg,street,96.49107
5472.jpg,buildings,73.2795
5473.jpg,buildings,99.14281
5475.jpg,mountain,96.96428
5476.jpg,mountain,97.90236
5478.jpg,sea,97.774475
548.jpg,buildings,84.26638
5480.jpg,glacier,97.663956
5481.jpg,forest,99.975876
5486.jpg,glacier,98.0973
549.jpg,forest,99.99617
5491.jpg,sea,99.99368
5493.jpg,mountain,99.54235
5497.jpg,forest,99.991646
5499.jpg,forest,99.99241
5502.jpg,sea,80.22008
5503.jpg,street,99.61113
5507.jpg,glacier,77.86816
5509.jpg,mountain,83.8172
5511.jpg,mountain,82.361824
5520.jpg,sea,99.9353
5525.jpg,glacier,98.78498
5527.jpg,forest,99.860565
5528.jpg,sea,99.61616
553.jpg,mountain,57.906647
5537.jpg,buildings,96.68732
5541.jpg,forest,99.975174
5545.jpg,sea,47.865044
5549.jpg,mountain,76.95245
555.jpg,street,96.03833
5550.jpg,street,88.46163
5552.jpg,sea,98.09545
5553.jpg,sea,99.925766
5555.jpg,street,99.64335
5558.jpg,buildings,99.983765
5560.jpg,buildings,91.53466
5562.jpg,sea,99.38481
5564.jpg,mountain,85.26375
5567.jpg,buildings,99.99454
557.jpg,forest,71.14909
5571.jpg,street,99.93024
5580.jpg,mountain,65.578094
5581.jpg,street,99.871704
5585.jpg,sea,97.48375
5589.jpg,glacier,73.557396
5595.jpg,glacier,99.385284
5596.jpg,buildings,99.99991
5598.jpg,forest,99.96388
560.jpg,forest,99.9788
5608.jpg,street,99.99765
5609.jpg,buildings,99.95696
561.jpg,glacier,95.64151
5619.jpg,glacier,99.99286
5620.jpg,mountain,90.02794
5621.jpg,forest,99.94153
5623.jpg,forest,99.99612
563.jpg,mountain,94.335915
5639.jpg,glacier,54.836803
5640.jpg,street,99.54702
5645.jpg,glacier,46.605255
5646.jpg,sea,97.50517
5647.jpg,mountain,98.32197
565.jpg,forest,99.93865
5651.jpg,street,99.95264
5657.jpg,mountain,96.01251
5659.jpg,mountain,96.61611
5665.jpg,glacier,99.82598
5667.jpg,street,99.98959
5668.jpg,sea,99.96036
5671.jpg,glacier,99.77688
568.jpg,sea,99.99515
5681.jpg,buildings,98.67921
5685.jpg,mountain,42.731087
5687.jpg,sea,99.994865
5689.jpg,glacier,67.85783
5690.jpg,glacier,96.85145
5693.jpg,street,99.20099
5699.jpg,glacier,96.59064
570.jpg,sea,99.73482
5702.jpg,buildings,99.963486
5706.jpg,mountain,90.71093
5718.jpg,glacier,81.41017
572.jpg,street,99.691376
5723.jpg,street,99.98198
5725.jpg,glacier,98.714455
5732.jpg,forest,99.999115
5733.jpg,forest,99.99502
5734.jpg,sea,91.25406
5736.jpg,sea,99.620544
5737.jpg,buildings,99.98669
5739.jpg,forest,99.996445
5740.jpg,buildings,99.97867
5745.jpg,sea,99.47633
5746.jpg,sea,80.075745
5749.jpg,street,99.86767
575.jpg,forest,99.99871
5751.jpg,mountain,95.32022
5756.jpg,street,99.00621
5762.jpg,forest,99.99075
5765.jpg,forest,99.99974
5766.jpg,mountain,71.44987
577.jpg,sea,80.41233
5773.jpg,glacier,99.89484
5782.jpg,sea,99.85348
5787.jpg,street,71.80818
579.jpg,glacier,99.17278
5793.jpg,glacier,95.32457
5796.jpg,street,99.93176
5800.jpg,street,99.9985
5802.jpg,buildings,99.999954
5803.jpg,sea,99.26508
5806.jpg,buildings,96.79172
5807.jpg,street,93.34923
5813.jpg,buildings,99.68865
5823.jpg,street,91.68566
5826.jpg,mountain,97.978035
5827.jpg,mountain,97.452545
5830.jpg,forest,99.91821
5839.jpg,street,99.800125
584.jpg,sea,99.580505
5841.jpg,street,95.45191
5844.jpg,glacier,89.759636
5847.jpg,mountain,99.862015
5851.jpg,sea,90.427765
5854.jpg,sea,98.83862
5856.jpg,buildings,87.05656
5857.jpg,street,99.88951
5859.jpg,forest,99.95814
5862.jpg,street,99.14072
5863.jpg,street,99.714005
5864.jpg,glacier,99.97111
5868.jpg,mountain,42.94426
5871.jpg,forest,99.90687
5876.jpg,mountain,97.809616
588.jpg,forest,99.99983
5881.jpg,buildings,89.764336
5882.jpg,glacier,51.82564
5887.jpg,sea,98.1073
5888.jpg,mountain,79.52878
5889.jpg,street,99.98748
5894.jpg,street,94.54951
5896.jpg,sea,96.01497
5898.jpg,sea,99.90361
590.jpg,street,99.67235
5901.jpg,forest,99.99015
5903.jpg,sea,98.732254
5909.jpg,buildings,98.02283
591.jpg,forest,99.70656
5914.jpg,glacier,99.86612
592.jpg,forest,99.863976
5929.jpg,sea,99.59001
593.jpg,glacier,89.4532
5933.jpg,mountain,50.7854
5934.jpg,mountain,99.298874
5936.jpg,sea,96.02919
5942.jpg,buildings,67.562965
5945.jpg,glacier,99.98582
5951.jpg,glacier,98.27484
5953.jpg,street,87.36459
5954.jpg,forest,99.945145
5956.jpg,buildings,99.77141
5957.jpg,sea,99.85587
5959.jpg,glacier,99.65099
5961.jpg,street,99.83574
5962.jpg,sea,99.79056
5966.jpg,forest,99.99993
5967.jpg,buildings,96.15168
5969.jpg,street,99.9996
5975.jpg,forest,99.99534
5979.jpg,mountain,79.638565
598.jpg,buildings,94.821594
5981.jpg,buildings,69.84075
5982.jpg,mountain,97.26245
5986.jpg,mountain,53.988194
5987.jpg,buildings,99.968
5991.jpg,sea,53.73299
5993.jpg,sea,99.97191
5995.jpg,street,99.94813
5996.jpg,glacier,99.97839
5999.jpg,forest,99.996826
6.jpg,sea,99.6814
600.jpg,mountain,97.04291
6001.jpg,mountain,99.61252
601.jpg,glacier,99.99989
6010.jpg,mountain,74.39819
6013.jpg,glacier,99.4699
6017.jpg,glacier,99.42632
6025.jpg,mountain,95.68764
6026.jpg,forest,99.68541
6027.jpg,buildings,74.86563
6031.jpg,buildings,74.22816
6039.jpg,forest,99.23808
6041.jpg,forest,99.99595
6047.jpg,street,99.92892
605.jpg,buildings,99.99996
6051.jpg,mountain,88.69521
6058.jpg,street,99.97388
6059.jpg,street,99.989174
6062.jpg,forest,99.983536
6063.jpg,street,98.523026
6066.jpg,street,99.97737
6068.jpg,forest,99.977295
6069.jpg,buildings,96.93862
607.jpg,glacier,94.30529
6071.jpg,forest,99.99907
6074.jpg,buildings,94.221054
6077.jpg,glacier,96.998665
608.jpg,buildings,92.13505
6082.jpg,glacier,90.844955
6087.jpg,glacier,95.66701
6089.jpg,street,97.70444
609.jpg,forest,99.834595
6090.jpg,street,99.981705
6093.jpg,mountain,98.91247
6094.jpg,sea,96.21254
61.jpg,buildings,99.998474
6108.jpg,mountain,98.9768
6113.jpg,street,99.50876
6116.jpg,street,99.35119
6120.jpg,sea,97.60359
6121.jpg,sea,91.81253
6122.jpg,forest,99.99894
6133.jpg,forest,99.99983
6134.jpg,glacier,99.56073
614.jpg,street,99.968636
6140.jpg,mountain,99.0914
6141.jpg,glacier,99.99883
6145.jpg,mountain,99.87089
6148.jpg,forest,99.99805
615.jpg,street,96.847084
616.jpg,buildings,99.83699
6162.jpg,street,99.975494
6163.jpg,buildings,99.993774
6164.jpg,buildings,99.04315
6165.jpg,mountain,96.71752
6168.jpg,glacier,99.965034
6173.jpg,glacier,97.507126
6176.jpg,street,99.9869
6179.jpg,street,99.9935
6181.jpg,sea,98.8808
6183.jpg,forest,99.99426
6185.jpg,buildings,99.6415
6189.jpg,sea,96.15141
619.jpg,forest,99.50909
6191.jpg,glacier,99.22766
6194.jpg,glacier,97.930145
6198.jpg,mountain,96.29376
6200.jpg,mountain,52.886932
6202.jpg,street,99.63525
6206.jpg,sea,99.96172
6207.jpg,sea,99.84073
6209.jpg,glacier,98.10058
6211.jpg,street,98.84966
6214.jpg,street,99.90687
6217.jpg,street,99.3441
6218.jpg,street,99.65552
622.jpg,mountain,99.191864
6228.jpg,mountain,96.00419
6229.jpg,street,95.22687
6234.jpg,sea,99.99678
6245.jpg,forest,99.99369
6246.jpg,sea,99.53602
6247.jpg,mountain,99.47168
6248.jpg,glacier,97.55559
6250.jpg,mountain,95.57981
6251.jpg,forest,99.99546
6253.jpg,mountain,96.90169
6255.jpg,mountain,99.77035
6257.jpg,glacier,99.94568
626.jpg,mountain,99.19918
6288.jpg,sea,93.9908
629.jpg,forest,54.531128
6291.jpg,mountain,99.350365
6292.jpg,forest,99.8434
6293.jpg,forest,99.99504
6296.jpg,mountain,93.94331
6297.jpg,sea,98.76376
63.jpg,sea,93.017334
630.jpg,sea,99.91248
6300.jpg,glacier,97.66234
6303.jpg,mountain,94.653305
6304.jpg,buildings,98.50921
6306.jpg,buildings,86.88792
6308.jpg,sea,99.78682
6318.jpg,sea,94.54119
632.jpg,mountain,99.91688
6320.jpg,buildings,99.99998
6322.jpg,buildings,99.99693
6329.jpg,mountain,98.66105
633.jpg,sea,94.67241
6332.jpg,street,99.98487
6333.jpg,buildings,52.028336
6348.jpg,forest,99.8753
6349.jpg,glacier,99.32563
6350.jpg,glacier,99.608826
6351.jpg,mountain,94.049164
6353.jpg,sea,99.814735
6357.jpg,buildings,99.68999
6361.jpg,buildings,99.28026
6362.jpg,buildings,94.88787
6365.jpg,sea,99.90522
6371.jpg,buildings,99.54129
6375.jpg,glacier,99.96268
6376.jpg,street,99.99884
638.jpg,glacier,99.898285
6382.jpg,buildings,99.995674
6390.jpg,forest,99.99945
6397.jpg,sea,76.51322
6399.jpg,forest,57.714535
64.jpg,forest,99.90741
6401.jpg,mountain,49.43365
6403.jpg,glacier,99.93686
6410.jpg,forest,99.65408
6415.jpg,buildings,87.76133
6419.jpg,street,99.91691
6423.jpg,sea,99.79697
6424.jpg,forest,99.99014
6427.jpg,glacier,98.40189
6431.jpg,mountain,83.90607
6435.jpg,forest,89.46175
6437.jpg,street,90.20198
6438.jpg,buildings,99.926285
6443.jpg,sea,99.9832
6444.jpg,glacier,99.97181
6446.jpg,buildings,99.811104
6448.jpg,mountain,97.87257
645.jpg,street,96.05637
6450.jpg,mountain,98.879715
6451.jpg,mountain,72.484726
6453.jpg,glacier,99.46639
6459.jpg,mountain,87.31552
646.jpg,mountain,94.41796
6461.jpg,buildings,99.27122
6462.jpg,mountain,99.692795
6464.jpg,forest,99.967125
6475.jpg,mountain,87.11297
6476.jpg,forest,99.94781
6478.jpg,street,99.99771
6483.jpg,forest,99.930695
6484.jpg,forest,99.99485
6485.jpg,sea,99.94941
6488.jpg,glacier,99.652405
6489.jpg,forest,99.99275
6491.jpg,glacier,88.43854
6492.jpg,sea,99.973175
6493.jpg,buildings,99.99025
6497.jpg,mountain,72.5725
6500.jpg,street,99.974945
6504.jpg,forest,99.96658
6513.jpg,mountain,89.28736
6521.jpg,forest,99.93681
6529.jpg,forest,99.983345
653.jpg,street,99.92462
6531.jpg,forest,99.9974
6534.jpg,mountain,99.58567
6536.jpg,forest,99.997154
6539.jpg,street,99.99971
6542.jpg,forest,99.97593
6546.jpg,glacier,98.6821
6547.jpg,sea,99.932526
655.jpg,street,54.963596
6554.jpg,sea,99.783485
6556.jpg,forest,99.98274
6557.jpg,sea,66.667076
6559.jpg,street,99.95765
656.jpg,street,96.39071
6571.jpg,sea,97.07175
6572.jpg,mountain,85.14945
6574.jpg,sea,99.82566
6577.jpg,mountain,95.507126
6579.jpg,buildings,99.79024
6580.jpg,glacier,99.819824
6581.jpg,buildings,99.94785
6582.jpg,buildings,79.18004
6593.jpg,street,98.7041
6595.jpg,buildings,78.429726
6596.jpg,street,99.60455
660.jpg,mountain,95.1035
6604.jpg,forest,99.930954
661.jpg,forest,99.99674
6611.jpg,street,99.965195
6612.jpg,buildings,99.95453
6614.jpg,mountain,99.14715
6615.jpg,forest,99.99606
6617.jpg,sea,99.3592
6621.jpg,street,98.98937
6622.jpg,forest,99.98381
6630.jpg,glacier,69.64268
6639.jpg,sea,99.81675
6644.jpg,forest,99.20805
6647.jpg,forest,99.99491
6649.jpg,glacier,94.23909
6650.jpg,street,99.23116
6651.jpg,glacier,99.98542
6658.jpg,mountain,56.202347
6663.jpg,forest,99.99998
6665.jpg,sea,99.99707
667.jpg,forest,99.9928
6672.jpg,forest,99.99956
6674.jpg,mountain,99.47679
6677.jpg,street,99.98762
668.jpg,buildings,99.97598
6681.jpg,sea,75.90001
6682.jpg,street,99.99888
6688.jpg,glacier,98.30724
6690.jpg,sea,99.99479
6692.jpg,mountain,98.98449
6693.jpg,buildings,99.98362
6696.jpg,street,99.99538
6701.jpg,street,97.72526
6707.jpg,street,99.455475
671.jpg,street,99.61486
6715.jpg,sea,99.645706
6717.jpg,buildings,99.704994
672.jpg,forest,99.99704
6721.jpg,street,99.93026
6724.jpg,mountain,61.18471
6725.jpg,sea,60.03431
6727.jpg,glacier,70.96229
6730.jpg,sea,98.857864
6732.jpg,mountain,90.32584
6733.jpg,glacier,98.48985
6738.jpg,glacier,80.35683
6739.jpg,street,93.48911
6749.jpg,street,99.62656
6751.jpg,sea,94.87769
676.jpg,mountain,97.144226
6764.jpg,mountain,99.22882
6769.jpg,street,99.66444
677.jpg,mountain,99.829895
6772.jpg,sea,99.96952
6774.jpg,mountain,99.83986
6777.jpg,street,99.99457
6781.jpg,mountain,80.57298
6783.jpg,sea,53.560406
6784.jpg,buildings,93.08712
6785.jpg,glacier,91.21833
6788.jpg,sea,99.998436
6794.jpg,street,99.97755
6797.jpg,buildings,99.99368
6800.jpg,forest,99.99936
6806.jpg,mountain,99.7147
6807.jpg,glacier,96.3308
6808.jpg,street,94.55973
6811.jpg,glacier,98.13424
6816.jpg,glacier,86.47572
6819.jpg,sea,99.90289
682.jpg,glacier,86.81721
6822.jpg,buildings,69.52108
6832.jpg,glacier,97.56171
6835.jpg,mountain,98.92718
6840.jpg,forest,99.33542
6841.jpg,glacier,72.32796
6846.jpg,forest,99.996254
6850.jpg,street,99.99869
6855.jpg,glacier,83.69115
6857.jpg,mountain,59.107025
6860.jpg,forest,99.99892
6861.jpg,forest,99.99615
6862.jpg,sea,85.933876
6863.jpg,mountain,66.873024
6872.jpg,mountain,97.32929
6875.jpg,buildings,99.99102
6879.jpg,street,99.97882
6882.jpg,mountain,55.94461
6885.jpg,sea,98.204605
689.jpg,street,99.68069
6892.jpg,street,98.80389
69.jpg,street,99.56767
6900.jpg,mountain,98.51784
6901.jpg,street,99.99896
6904.jpg,mountain,99.419785
6906.jpg,sea,98.500725
691.jpg,glacier,47.575687
6916.jpg,glacier,99.35062
6917.jpg,street,99.67078
692.jpg,forest,99.896454
6920.jpg,buildings,96.409164
6921.jpg,sea,73.754616
6922.jpg,glacier,93.587616
6924.jpg,sea,99.99889
6925.jpg,mountain,87.49803
6930.jpg,glacier,99.43691
6931.jpg,buildings,97.50905
6938.jpg,glacier,89.78322
6941.jpg,street,94.03211
6943.jpg,street,91.85701
6948.jpg,sea,99.90362
695.jpg,mountain,93.6705
6950.jpg,buildings,100.0
6951.jpg,glacier,98.15383
6952.jpg,mountain,64.50389
6957.jpg,street,99.98172
6964.jpg,buildings,99.92016
6965.jpg,glacier,99.404015
6966.jpg,buildings,99.29531
6974.jpg,street,86.447266
6980.jpg,mountain,99.9331
6988.jpg,sea,99.42903
6989.jpg,forest,90.969284
6992.jpg,buildings,98.74342
6995.jpg,buildings,93.97269
6999.jpg,sea,98.334595
70.jpg,glacier,99.83092
700.jpg,street,99.993774
7001.jpg,sea,95.76237
7005.jpg,sea,96.67983
7011.jpg,buildings,94.931244
7013.jpg,sea,99.98079
7025.jpg,buildings,95.04882
7028.jpg,street,82.891785
7029.jpg,glacier,99.97118
7034.jpg,buildings,99.999084
7036.jpg,street,99.822014
7043.jpg,mountain,69.224205
7044.jpg,mountain,91.76396
705.jpg,street,99.491295
7050.jpg,buildings,99.99082
7055.jpg,buildings,99.193
7066.jpg,forest,99.99865
7067.jpg,glacier,99.794426
7068.jpg,glacier,97.35747
7069.jpg,sea,80.78293
7070.jpg,sea,99.996124
7075.jpg,mountain,99.75612
7077.jpg,forest,99.99994
7082.jpg,sea,99.80312
7088.jpg,buildings,99.96455
7089.jpg,buildings,99.61641
709.jpg,mountain,99.15889
7092.jpg,mountain,81.61
7094.jpg,sea,99.284584
7099.jpg,street,87.160965
7100.jpg,glacier,99.6828
7104.jpg,buildings,99.69677
7106.jpg,street,99.85211
7107.jpg,forest,99.873695
7109.jpg,buildings,97.5527
7110.jpg,buildings,99.95066
7112.jpg,sea,94.86934
7115.jpg,sea,99.22822
7117.jpg,forest,89.53274
7119.jpg,buildings,76.73335
7124.jpg,mountain,97.166046
7130.jpg,mountain,88.7907
7133.jpg,sea,99.536766
7137.jpg,sea,90.74145
7147.jpg,street,99.96762
7148.jpg,glacier,89.43597
7149.jpg,buildings,99.52129
7153.jpg,street,99.648346
7156.jpg,street,99.725716
7158.jpg,sea,96.20163
7159.jpg,sea,97.227615
7160.jpg,forest,99.99742
7161.jpg,buildings,83.74224
7162.jpg,forest,87.77268
7177.jpg,mountain,83.54895
718.jpg,sea,55.28293
7182.jpg,sea,98.99585
7183.jpg,glacier,99.73996
7186.jpg,sea,57.113243
7187.jpg,forest,99.99754
7190.jpg,sea,99.9764
7194.jpg,buildings,99.560585
72.jpg,street,99.83613
